Name,Headline,Location,Company,Company_Months,Work_Months,Laidoff
Russell Porter,Associate General Counsel Data Protection,Utah,Meta,228,350,False
Dr. Brandon Ruiz,Machine Learning Engineer,Louisiana,Meta,134,273,False
Phyllis Wood,Software Engineer ,New Hampshire,Meta,70,335,False
Michael Young,Data Analyst,Maine,Meta,175,249,False
Stephanie Callahan,Product Manager,Hawaii,Meta,222,264,False
Leslie Hughes,Product Manager,North Dakota,Meta,64,215,False
Danielle Cantu,Program Manager,Alabama,Meta,169,232,False
Raven Cortez,Product Manager,Hawaii,Meta,64,223,False
Charles Crawford,Project Manager ,Delaware,Meta,19,187,True
Jennifer Ford,3D Artist,Minnesota,Meta,6,118,True
John Ortega,Data Analyst,Colorado,Meta,221,325,False
Andre Wallace,Program Manager,Oregon,Meta,235,317,False
Toni Miranda,Project Manager ,Missouri,Meta,203,356,False
Vickie Sexton,Data Analyst,Indiana,Meta,197,279,False
Ronald Arias,Software Engineer ,Virginia,Meta,114,328,False
Abigail Conway,Software Engineer ,Oklahoma,Meta,47,60,True
Chloe Cole,Data Scientist,Alabama,Meta,22,102,True
Nicholas Larson,Data Engineer,Wyoming,Meta,210,304,False
Tiffany Harris,Project Manager ,Rhode Island,Meta,113,162,False
Kevin Porter,Program Manager,New Hampshire,Meta,52,194,False
Michael Adams,Data Engineer,Connecticut,Meta,159,169,False
Adam Rodriguez,Software Engineer ,Delaware,Meta,214,218,False
Emily Matthews,Project Manager ,Alabama,Meta,136,318,False
Garrett Mora,Product Manager,Utah,Meta,60,158,False
George Wells,Associate General Counsel Data Protection,West Virginia,Meta,42,77,True
Phillip Cantrell,Product Manager,Mississippi,Meta,115,299,False
Jake Tucker,Machine Learning Engineer,Arizona,Meta,127,268,False
Pamela Burke,Data Scientist,Oklahoma,Meta,12,334,True
Karen Smith,Data Scientist,South Carolina,Meta,150,231,False
David Huerta,Project Manager ,Missouri,Meta,123,217,False
John Bradley,Project Manager ,Alaska,Meta,127,289,False
Carol Medina,3D Artist,North Carolina,Meta,190,275,False
Rhonda Kelly,Data Scientist ,Massachusetts,Meta,61,288,False
Robert Lewis,Project Manager ,Maryland,Meta,221,319,False
Charlene Wilson,Product Manager,New York,Meta,92,294,False
Edward Clarke,Data Scientist,Utah,Meta,137,340,False
James Smith,Project Manager ,Arizona,Meta,210,352,False
William Harvey,Data Scientist,Indiana,Meta,132,224,False
David Turner,Project Manager ,Alaska,Meta,85,312,False
Heather Ortega,Machine Learning Engineer,District of Columbia,Meta,9,192,True
Amy Hernandez,Project Manager ,Virginia,Meta,146,256,False
Carol Tyler,Product Manager,Missouri,Meta,61,221,False
Kiara Smith,Product Manager,Mississippi,Meta,99,254,False
John Hendricks,Project Manager ,Michigan,Meta,224,274,False
Cynthia King,Data Engineer,West Virginia,Meta,81,300,False
Anthony Potts,Data Scientist ,Alaska,Meta,235,359,False
Monica Solis,3D Artist,Minnesota,Meta,111,318,False
Donald Rodriguez,Data Engineer,Minnesota,Meta,27,64,True
Daisy Burnett,Product Manager,Washington,Meta,153,272,False
Jerry Watson,Program Manager,Connecticut,Meta,185,353,False
Jonathan Gutierrez,Data Scientist,New Mexico,Meta,181,347,False
Andrea Robinson,Associate General Counsel Data Protection,Nevada,Meta,148,192,False
Kevin Perez,Data Engineer,Maryland,Meta,149,212,False
Mary Bray,Project Manager ,Idaho,Meta,150,215,False
Diane Boyd,Associate General Counsel Data Protection,Florida,Meta,197,314,False
William Johnson,Project Manager ,Minnesota,Meta,147,215,False
Lisa Mcguire,Data Scientist,South Carolina,Meta,145,270,False
Paul Reed,Product Manager,California,Meta,79,138,False
John Ortega,Data Scientist ,Idaho,Meta,185,229,False
Amy Williams,Data Scientist ,Mississippi,Meta,164,203,False
Melissa Roberts,Data Scientist,Alaska,Meta,239,300,False
Jamie Rodriguez,Associate General Counsel Data Protection,New Hampshire,Meta,33,356,False
Jon Howard,Software Engineer ,Utah,Meta,54,244,False
Cassandra Johnson,Software Engineer ,Kentucky,Meta,76,212,False
Brittany Romero,3D Artist,New York,Meta,35,68,True
Christopher Petty,Data Analyst,Florida,Meta,239,331,False
Stephen Odonnell,Data Scientist,Virginia,Meta,26,93,True
Wayne Schmidt,Program Manager,Alaska,Meta,2,241,True
Lisa Craig,Project Manager ,South Carolina,Meta,90,211,False
Ashley Meyer,Data Scientist ,Massachusetts,Meta,158,235,False
Charles Roberts,Associate General Counsel Data Protection,Vermont,Meta,11,155,True
Lisa Larson,Data Analyst,New Jersey,Meta,80,305,False
Anna Stevens,Program Manager,Iowa,Meta,129,287,False
Kim Lang,Data Scientist ,Arizona,Meta,4,196,True
Natasha Dunn,Product Manager,Hawaii,Meta,39,161,False
Anthony Lee,Product Manager,New Hampshire,Meta,68,226,False
Rebecca Martin,Data Engineer,Iowa,Meta,22,48,True
Lindsay Patterson,3D Artist,Ohio,Meta,96,106,False
Eric James IV,Software Engineer ,South Dakota,Meta,70,106,False
Katie Thomas,Software Engineer ,Indiana,Meta,138,254,False
Daniel Curtis,Data Scientist,Tennessee,Meta,239,239,False
Kristy Caldwell,Project Manager ,Florida,Meta,232,287,False
Donna Miller,Software Engineer ,Georgia,Meta,236,345,False
Rachel Clark,Data Scientist ,Connecticut,Meta,70,336,False
Luis Walton,Data Engineer,Ohio,Meta,4,43,True
Brian Monroe,Data Engineer,Connecticut,Meta,206,243,False
Benjamin Evans,Data Analyst,South Dakota,Meta,145,170,False
Kyle Richardson,Data Engineer,Oklahoma,Meta,236,359,False
Gina Gonzalez,Data Scientist,Kansas,Meta,47,175,False
Mark Sullivan,Program Manager,California,Meta,185,327,False
Stephanie Jenkins,3D Artist,Mississippi,Meta,56,236,False
James Simpson,Associate General Counsel Data Protection,California,Meta,207,260,False
Kevin Flores,Product Manager,Ohio,Meta,189,189,False
Brent Brock,Machine Learning Engineer,Connecticut,Meta,143,203,False
Andrea Hernandez,Data Scientist ,Alaska,Meta,67,166,False
Timothy Taylor,Data Scientist,California,Meta,96,167,False
Kelsey Garcia,Data Analyst,South Dakota,Meta,8,152,True
Jade Serrano,Associate General Counsel Data Protection,Minnesota,Meta,195,264,False
Danielle Henderson,Machine Learning Engineer,Kentucky,Meta,231,289,False
Lisa Thompson,Program Manager,Alaska,Meta,116,323,False
Michael Montgomery,Project Manager ,Vermont,Meta,143,247,False
Ronald Brown,Data Analyst,Tennessee,Meta,78,307,False
Grant Davis,Software Engineer ,South Dakota,Meta,12,91,True
Frank Black,Product Manager,South Dakota,Meta,224,334,False
Richard Nolan,3D Artist,Oregon,Meta,163,169,False
Elizabeth Willis,Project Manager ,Colorado,Meta,107,304,False
Jenny Warren,Data Scientist,Oregon,Meta,214,321,False
Brenda Gutierrez,3D Artist,District of Columbia,Meta,173,245,False
Kristopher Dickerson,Associate General Counsel Data Protection,Mississippi,Meta,141,251,False
Brian Griffin,Program Manager,Michigan,Meta,175,257,False
Anthony Mccormick,Data Engineer,South Dakota,Meta,8,346,True
John Black,Software Engineer ,Kansas,Meta,74,286,False
Christina Nguyen,3D Artist,Nevada,Meta,98,217,False
Bryan Heath,Product Manager,Massachusetts,Meta,89,293,False
Tracy Williams,Data Scientist,Wyoming,Meta,216,261,False
Alexandra Ford,Program Manager,Alaska,Meta,165,291,False
John Robertson,Software Engineer ,Connecticut,Meta,216,253,False
Michael Reed,Machine Learning Engineer,South Carolina,Meta,135,178,False
Scott Lloyd,3D Artist,Delaware,Meta,187,305,False
Timothy Nelson,Software Engineer ,Georgia,Meta,2,341,True
Jacqueline Howard,3D Artist,Idaho,Meta,158,280,False
Brian Barrett,Program Manager,Wisconsin,Meta,49,232,False
Kathy Davidson,Product Manager,Indiana,Meta,46,54,True
Elizabeth Williams,Data Analyst,Massachusetts,Meta,35,64,True
Philip Robles,Data Scientist ,Illinois,Meta,1,208,True
Rebecca Holland,Machine Learning Engineer,Nebraska,Meta,20,280,False
Courtney Jones,Project Manager ,Washington,Meta,72,142,False
Tina Robinson,3D Artist,Oklahoma,Meta,97,341,False
Daniel Wright,3D Artist,Virginia,Meta,39,248,False
Walter Brown,Project Manager ,Rhode Island,Meta,158,161,False
Robert Aguilar,Product Manager,Arizona,Meta,203,294,False
Sean Thomas,Product Manager,Connecticut,Meta,145,322,False
Rick Gardner,Associate General Counsel Data Protection,Florida,Meta,122,229,False
Ashley Jenkins,Data Scientist ,Hawaii,Meta,111,153,False
Cristina Arroyo,Project Manager ,Illinois,Meta,71,79,False
Dorothy Castaneda,Project Manager ,Oregon,Meta,160,185,False
Brian Morris,Program Manager,Washington,Meta,163,281,False
Adam Velasquez,Data Scientist,Oregon,Meta,183,291,False
Calvin Griffin,Data Analyst,Alabama,Meta,71,332,False
Roy Shepherd,Data Engineer,Iowa,Meta,192,308,False
Antonio Martinez,Data Engineer,Mississippi,Meta,102,196,False
Daniel Harris,Data Scientist ,Maine,Meta,25,199,True
Sarah Romero,Program Manager,Texas,Meta,21,43,True
Wesley Jones,Data Analyst,Washington,Meta,129,326,False
Monique Murphy,Project Manager ,Pennsylvania,Meta,23,178,True
Antonio Wilson,Data Scientist ,Pennsylvania,Meta,232,333,False
Jennifer Rose,Product Manager,Nevada,Meta,26,138,True
Crystal Wells,Product Manager,Oregon,Meta,229,293,False
Stephanie Melton,Data Engineer,New Jersey,Meta,46,84,False
Theresa Brown MD,Software Engineer ,Louisiana,Meta,186,238,False
Kristen Curry,Program Manager,Vermont,Meta,53,341,False
David Cooper,Software Engineer ,Delaware,Meta,198,331,False
John Mcguire,Project Manager ,Washington,Meta,162,354,False
Justin Molina,Data Analyst,Michigan,Meta,182,235,False
Steven Calhoun,Software Engineer ,Colorado,Meta,182,322,False
Jennifer Morris,Software Engineer ,Maryland,Meta,81,199,False
Christopher Robinson,Data Scientist ,Maine,Meta,97,130,False
Tammy Barajas,Data Engineer,West Virginia,Meta,52,235,False
Peter Jenkins,Machine Learning Engineer,Kansas,Meta,119,327,False
Amy Cox,Product Manager,North Dakota,Meta,55,160,False
Tara Cook,Project Manager ,Massachusetts,Meta,13,354,False
Nathan Ashley,3D Artist,California,Meta,11,92,True
Tara Jones,Data Engineer,Arkansas,Meta,79,333,False
Andre Roberts,Data Engineer,North Dakota,Meta,85,114,False
Jason Young,Product Manager,Alabama,Meta,13,76,True
Christopher Jones,Data Scientist ,North Dakota,Meta,136,206,False
Ashley Smith,Data Analyst,South Carolina,Meta,83,147,False
Maria Murphy,Project Manager ,Missouri,Meta,235,279,False
Andre Malone,Data Scientist,Minnesota,Meta,70,186,False
Garrett Ramirez,Program Manager,Washington,Meta,204,292,False
Christopher Clay,Software Engineer ,Alabama,Meta,126,288,False
Mark Vazquez,Product Manager,Massachusetts,Meta,15,202,True
Lee Craig,Software Engineer ,Ohio,Meta,103,337,False
Stephen Long,3D Artist,California,Meta,34,314,False
Amy Ross,Program Manager,Idaho,Meta,4,301,True
Courtney Anthony,3D Artist,Massachusetts,Meta,159,262,False
Cameron Armstrong,Software Engineer ,Texas,Meta,151,332,False
Diane King,Data Analyst,Tennessee,Meta,103,199,False
Johnny Chung,Data Scientist,Utah,Meta,92,174,False
Paul Good,Data Scientist ,Wisconsin,Meta,226,344,False
Keith Stephens,Software Engineer ,Ohio,Meta,165,273,False
Shelly Howard,Machine Learning Engineer,Missouri,Meta,7,122,True
Joshua Archer,Data Engineer,Alabama,Meta,167,326,False
Angela Owens,Associate General Counsel Data Protection,Delaware,Meta,63,97,False
Monica Stanley,Software Engineer ,Massachusetts,Meta,72,114,False
Joshua Moore,Data Engineer,New Mexico,Meta,149,262,False
Karen Baird,3D Artist,Delaware,Meta,91,269,False
Louis Rodriguez,Data Scientist,Pennsylvania,Meta,23,25,True
Justin Curtis,3D Artist,New Jersey,Meta,192,297,False
Edward Hoffman,Data Engineer,Oklahoma,Meta,129,221,False
Traci Drake,Program Manager,Tennessee,Meta,104,109,False
Lori Leonard,Data Engineer,Georgia,Meta,201,210,False
Jeffrey Williams,Associate General Counsel Data Protection,South Dakota,Meta,95,106,False
Angelica Hernandez,Program Manager,West Virginia,Meta,99,186,False
Miss Doris Newman,Data Analyst,Alaska,Meta,236,297,False
Richard Barton,Machine Learning Engineer,South Carolina,Meta,105,235,False
Matthew Fletcher,Associate General Counsel Data Protection,Mississippi,Meta,151,233,False
Terry Aguilar,Data Scientist ,North Carolina,Meta,222,269,False
Emily Brown,Data Scientist,North Dakota,Meta,30,152,True
Marcus Pope,Project Manager ,Montana,Meta,96,176,False
Robert Soto,Data Scientist,Washington,Meta,120,247,False
Thomas Fuller,Data Scientist ,District of Columbia,Meta,114,241,False
Virginia Cook,Data Analyst,Alaska,Meta,130,205,False
Kevin Richards,Software Engineer ,Missouri,Meta,2,182,True
Shannon Ryan,Data Scientist ,Wyoming,Meta,221,334,False
Alicia Barry,Project Manager ,Ohio,Meta,65,268,False
Olivia Hogan,Product Manager,New Jersey,Meta,230,337,False
Nichole Johnson,Project Manager ,Michigan,Meta,191,267,False
Charles Mitchell,3D Artist,Iowa,Meta,49,85,False
Lisa Weaver,Product Manager,Iowa,Meta,50,320,False
Jason Howell,Machine Learning Engineer,Oregon,Meta,74,145,False
James Smith,Data Analyst,Arizona,Meta,129,303,False
Justin Vasquez,Data Scientist ,Connecticut,Meta,25,105,True
Krista Mejia,Associate General Counsel Data Protection,Louisiana,Meta,166,310,False
Mrs. Ashley Smith,Data Engineer,Mississippi,Meta,181,249,False
Kevin Perkins,3D Artist,Pennsylvania,Meta,93,195,False
Stacey Cruz,Data Engineer,Colorado,Meta,8,196,True
Brandon Carpenter,Data Analyst,Georgia,Meta,10,172,True
George Freeman,Product Manager,Arkansas,Meta,64,317,False
Billy Harding,Data Analyst,West Virginia,Meta,69,190,False
Jacqueline Allen,3D Artist,Texas,Meta,142,336,False
Jeremy Saunders,Associate General Counsel Data Protection,Vermont,Meta,220,319,False
John Kim,Project Manager ,Iowa,Meta,129,163,False
Christine Fischer,Data Scientist ,Ohio,Meta,199,215,False
Bruce Davis,Data Analyst,District of Columbia,Meta,166,183,False
Karen Macias,Program Manager,Vermont,Meta,167,294,False
Susan Smith,Machine Learning Engineer,Washington,Meta,83,97,False
Karen Nguyen,Product Manager,Nebraska,Meta,166,356,False
Jasmine Robinson,Data Engineer,Michigan,Meta,129,290,False
Ashley Griffin,Data Scientist ,Utah,Meta,178,277,False
Julia Smith,Product Manager,Missouri,Meta,160,345,False
Justin Barnett,Data Analyst,South Carolina,Meta,187,311,False
Carmen Hernandez,Data Engineer,Ohio,Meta,202,278,False
Michael Aguirre,Data Scientist ,Alaska,Meta,29,338,False
Stephen Davidson,Associate General Counsel Data Protection,Maine,Meta,187,346,False
Kenneth Gallagher,Software Engineer ,South Dakota,Meta,223,236,False
Crystal Jones,Software Engineer ,Iowa,Meta,234,272,False
Joseph Atkinson,Data Analyst,Maine,Meta,92,179,False
Rickey Lee,Product Manager,Ohio,Meta,238,297,False
Sophia Walker,Data Scientist ,Illinois,Meta,119,293,False
Elizabeth Ruiz,Software Engineer ,District of Columbia,Meta,63,358,False
Jessica Bowen,Data Analyst,Kentucky,Meta,72,97,False
Robert Peterson,Program Manager,Colorado,Meta,186,218,False
Amanda Price,Product Manager,Massachusetts,Meta,126,284,False
Nathan Grant,3D Artist,Wyoming,Meta,181,297,False
Howard Porter,Data Analyst,Massachusetts,Meta,92,261,False
Aaron Bailey,Data Analyst,Pennsylvania,Meta,207,323,False
Matthew Gomez,Data Scientist ,South Carolina,Meta,174,259,False
John Fields,Product Manager,North Dakota,Meta,26,99,True
Christopher Perry,Data Scientist ,New Jersey,Meta,203,337,False
Alicia Black,Data Scientist,Connecticut,Meta,3,33,True
Gina Burnett,Data Engineer,Maine,Meta,78,284,False
Ashley Barker,3D Artist,Idaho,Meta,92,303,False
Debra Bradley,Data Analyst,Nebraska,Meta,218,350,False
Holly Morgan,3D Artist,Nevada,Meta,140,164,False
Cole Edwards,Associate General Counsel Data Protection,Missouri,Meta,151,267,False
Kent King,Data Scientist,Iowa,Meta,135,267,False
Jeffrey Cooper,Data Analyst,Ohio,Meta,208,261,False
Natalie Myers,3D Artist,Michigan,Meta,159,262,False
Tanner Thomas,Project Manager ,Maine,Meta,113,351,False
Christopher Williams,Product Manager,Maryland,Meta,22,177,True
Michael Harrell,Data Scientist,New Mexico,Meta,134,297,False
Patrick Bowers,Data Analyst,Hawaii,Meta,201,283,False
Justin Nichols,Software Engineer ,Montana,Meta,239,287,False
Jessica Guerra,Program Manager,Iowa,Meta,237,338,False
Larry Tucker,Software Engineer ,Alaska,Meta,180,274,False
Stephen Butler,Project Manager ,Texas,Meta,25,131,True
James Chambers DVM,Data Scientist,Arkansas,Meta,169,325,False
Barbara Smith,3D Artist,Minnesota,Meta,169,344,False
Ronald Young,Software Engineer ,Iowa,Meta,152,308,False
Christie Robinson,Data Engineer,Pennsylvania,Meta,213,302,False
Clifford Grant,Data Engineer,Georgia,Meta,166,171,False
Rebecca Gonzalez,Software Engineer ,Hawaii,Meta,24,220,True
Luis Armstrong,Software Engineer ,Alabama,Meta,149,290,False
Daniel Combs,Program Manager,Kentucky,Meta,185,214,False
Dalton Carr,Project Manager ,New York,Meta,115,271,False
Kevin Montoya,Data Scientist ,Arkansas,Meta,220,280,False
Teresa Wilson,Data Scientist,West Virginia,Meta,198,277,False
James Lynn,Program Manager,Alaska,Meta,101,153,False
Thomas Singh,3D Artist,Wisconsin,Meta,93,189,False
Heather Thompson,Software Engineer ,Tennessee,Meta,107,336,False
Angela Clark,Product Manager,Massachusetts,Meta,58,97,False
Timothy Vazquez,3D Artist,Pennsylvania,Meta,91,169,False
Lauren Anderson,Software Engineer ,Alabama,Meta,62,168,False
Tanya Waller,Program Manager,Michigan,Meta,239,296,False
John Walker,Software Engineer ,North Dakota,Meta,134,338,False
Ashley Schroeder,Machine Learning Engineer,Indiana,Meta,154,276,False
Eric Koch,Product Manager,California,Meta,94,237,False
Eddie Oliver,Data Analyst,Nebraska,Meta,93,134,False
Caroline Mcpherson,Program Manager,Texas,Meta,64,327,False
Colleen Hodge,Machine Learning Engineer,Washington,Meta,131,305,False
Brian Graves,Data Scientist ,Indiana,Meta,76,256,False
Brittany King,Data Scientist ,California,Meta,67,307,False
Laura Brown,Machine Learning Engineer,Georgia,Meta,166,297,False
Kristin Reyes,Data Scientist,South Dakota,Meta,26,218,True
Craig Garcia,Associate General Counsel Data Protection,Arizona,Meta,129,181,False
Ryan Turner,Data Scientist,New York,Meta,82,136,False
Jennifer Richardson,Data Scientist ,Georgia,Meta,128,291,False
Kevin Burgess,Machine Learning Engineer,Louisiana,Meta,79,257,False
Emma Olson,Data Engineer,Minnesota,Meta,101,207,False
Robin Ball,Program Manager,North Dakota,Meta,231,231,False
Joshua Evans,Software Engineer ,Alaska,Meta,33,137,True
Chase Hubbard,Software Engineer ,Vermont,Meta,91,205,False
Gabriel Cox,Software Engineer ,Kansas,Meta,26,209,True
Marisa May,Data Scientist,South Dakota,Meta,70,75,False
Christina Cooper,Project Manager ,Maine,Meta,15,230,True
Sandra Osborne,Software Engineer ,West Virginia,Meta,3,94,True
Frank Tyler,Machine Learning Engineer,New York,Meta,65,313,False
Steven Bell,Machine Learning Engineer,New Mexico,Meta,228,315,False
James Barrett,3D Artist,Oregon,Meta,187,211,False
Jennifer Moore,Project Manager ,Vermont,Meta,116,289,False
Lori Edwards,Product Manager,Nebraska,Meta,15,348,False
William Fletcher,Product Manager,New Mexico,Meta,215,247,False
Dr. Jacob Farmer,Product Manager,District of Columbia,Meta,92,333,False
Jamie Harris MD,Data Analyst,Utah,Meta,106,272,False
Kelly Lawrence,Software Engineer ,Wisconsin,Meta,212,313,False
Gary Logan,Product Manager,Delaware,Meta,211,227,False
Shaun Hall,Associate General Counsel Data Protection,Mississippi,Meta,55,279,False
Brian Eaton,Software Engineer ,Kentucky,Meta,53,298,False
Kathy Mcintosh,Data Scientist ,New Jersey,Meta,202,207,False
William Nguyen,Associate General Counsel Data Protection,New Jersey,Meta,111,177,False
Jennifer Ayala,Software Engineer ,Hawaii,Meta,209,318,False
Jody Hoffman,Data Analyst,Idaho,Meta,179,291,False
Cindy Valenzuela,Associate General Counsel Data Protection,Florida,Meta,3,92,True
Carlos Duke,Associate General Counsel Data Protection,Pennsylvania,Meta,33,250,False
Edgar Turner,Software Engineer ,Mississippi,Meta,86,250,False
Timothy Wiley,Machine Learning Engineer,Mississippi,Meta,67,316,False
David Barker,Product Manager,Mississippi,Meta,74,85,False
Christopher Hart,Product Manager,Oregon,Meta,164,334,False
Laura Tyler MD,3D Artist,North Carolina,Meta,168,220,False
Jonathan Mcconnell,Product Manager,Massachusetts,Meta,116,337,False
Christopher Melton,Project Manager ,Georgia,Meta,213,348,False
Cory Brown,Product Manager,Illinois,Meta,181,270,False
Richard Irwin,3D Artist,Washington,Meta,212,356,False
Joe Cortez,Data Analyst,Vermont,Meta,157,330,False
Donna West,Product Manager,Oklahoma,Meta,83,207,False
Stacy Mcconnell,Data Scientist ,North Dakota,Meta,197,264,False
Margaret Perez,Data Analyst,Utah,Meta,190,295,False
Kenneth Alexander,Data Scientist ,Massachusetts,Meta,84,286,False
Mrs. Teresa Welch,Project Manager ,Tennessee,Meta,64,332,False
Erin Bush,Product Manager,Tennessee,Meta,106,268,False
Jessica Wilson,Software Engineer ,Alabama,Meta,25,236,False
Crystal Carrillo,3D Artist,Utah,Meta,228,250,False
Ryan Powers,Associate General Counsel Data Protection,Nebraska,Meta,218,305,False
Charles Lewis,3D Artist,Nebraska,Meta,231,308,False
Barbara Melendez,3D Artist,Michigan,Meta,167,188,False
Brandon Sullivan,3D Artist,Iowa,Meta,144,327,False
Antonio Reyes,Machine Learning Engineer,Indiana,Meta,197,208,False
Whitney Newman,Software Engineer ,Virginia,Meta,236,272,False
Sharon Page,Product Manager,West Virginia,Meta,186,213,False
Steven Miller,Data Engineer,West Virginia,Meta,208,337,False
Donald Parker,Software Engineer ,Washington,Meta,141,270,False
Katherine Colon,Data Analyst,Oregon,Meta,137,354,False
Barry Davis,3D Artist,New Hampshire,Meta,192,294,False
Cindy Hahn,3D Artist,California,Meta,144,229,False
Grace Hernandez,Software Engineer ,Connecticut,Meta,209,332,False
Mrs. Patricia Gates,Program Manager,Oklahoma,Meta,85,240,False
Samantha Perez,Data Scientist,Illinois,Meta,222,357,False
Sarah George,3D Artist,Louisiana,Meta,15,346,False
Jasmine Cook,Program Manager,Missouri,Meta,13,268,True
James Hernandez,Machine Learning Engineer,Tennessee,Meta,62,338,False
Latasha Hall,Data Analyst,Texas,Meta,166,228,False
Juan Taylor,Data Scientist ,Colorado,Meta,195,356,False
Charles Cochran,Product Manager,Wisconsin,Meta,58,258,False
Charles Miles,Product Manager,Florida,Meta,6,132,True
Caleb Tucker,Data Scientist ,Kansas,Meta,128,128,False
Samuel Barnes,Associate General Counsel Data Protection,North Dakota,Meta,3,236,True
Barbara Stevens,Program Manager,Nebraska,Meta,133,197,False
Scott Saunders,Associate General Counsel Data Protection,Idaho,Meta,186,221,False
Jack Crawford,Data Engineer,South Carolina,Meta,159,291,False
Brenda Perez,3D Artist,Tennessee,Meta,125,200,False
Tiffany Reyes,Product Manager,Louisiana,Meta,237,317,False
Jordan Aguirre,Program Manager,Connecticut,Meta,15,17,True
Edward Mahoney,Data Scientist,Nebraska,Meta,181,235,False
Scott Gibbs,Machine Learning Engineer,Tennessee,Meta,144,263,False
Candace Garcia,Data Engineer,New Jersey,Meta,129,188,False
Donna Ponce,Data Engineer,Utah,Meta,191,192,False
Christian Greene,Project Manager ,Massachusetts,Meta,220,287,False
Allison Rivers,Product Manager,Washington,Meta,112,236,False
Casey Fitzgerald,Data Analyst,Massachusetts,Meta,82,333,False
Jeanette Ward,Software Engineer ,Maryland,Meta,170,253,False
Gregory Ford,Product Manager,Utah,Meta,45,158,False
Raymond Palmer,Data Scientist,Missouri,Meta,226,275,False
Michael Smith,Product Manager,West Virginia,Meta,48,107,False
Erin Wagner,Project Manager ,Oregon,Meta,94,176,False
Daniel Scott,Program Manager,New Jersey,Meta,81,323,False
Sean Brown,Software Engineer ,Mississippi,Meta,233,271,False
Kevin Barker,3D Artist,South Dakota,Meta,139,226,False
Marisa Baker,Machine Learning Engineer,South Carolina,Meta,66,175,False
Danielle Dyer,3D Artist,South Dakota,Meta,96,169,False
Angela Bell,Associate General Counsel Data Protection,Florida,Meta,96,325,False
Ryan Sweeney,3D Artist,North Dakota,Meta,211,279,False
Glen Gonzalez,Project Manager ,Nebraska,Meta,194,231,False
Christy Sweeney,Associate General Counsel Data Protection,Massachusetts,Meta,58,283,False
Patricia Gonzalez,Software Engineer ,Idaho,Meta,88,329,False
Casey Williams,Software Engineer ,West Virginia,Meta,45,230,False
Sarah Anderson,Data Scientist,Arkansas,Meta,126,295,False
Teresa Mendez,Program Manager,Rhode Island,Meta,161,188,False
Edward Gibbs,Product Manager,Ohio,Meta,56,119,False
Kristina Garcia,Data Engineer,California,Meta,209,265,False
John Summers,Data Scientist ,North Dakota,Meta,155,345,False
Lori Patterson,Machine Learning Engineer,District of Columbia,Meta,54,294,False
Julie Ryan,Program Manager,West Virginia,Meta,167,315,False
Erin Arnold,Data Engineer,North Dakota,Meta,187,230,False
Cathy Henderson,Data Scientist ,New Mexico,Meta,106,125,False
Anne Johnson,Data Analyst,Nebraska,Meta,111,340,False
Brian Martinez,Program Manager,Arizona,Meta,174,249,False
Bruce Lara,Software Engineer ,Texas,Meta,38,200,False
Hannah Smith,Program Manager,Louisiana,Meta,216,343,False
Brian Porter,Machine Learning Engineer,Arkansas,Meta,59,188,False
Jon Jones,Data Engineer,Virginia,Meta,41,227,False
Jeffrey Reynolds DDS,Project Manager ,Virginia,Meta,136,160,False
Madison Medina,Machine Learning Engineer,Missouri,Meta,153,272,False
Melissa Ward,3D Artist,Michigan,Meta,212,306,False
Anthony Greene Jr.,Data Scientist ,Virginia,Meta,238,265,False
Stephanie Ellis,Data Analyst,Wisconsin,Meta,161,303,False
Laura Vaughn MD,Data Scientist ,Washington,Meta,154,295,False
Michael Humphrey,Machine Learning Engineer,New Hampshire,Meta,79,243,False
Kendra Cooper,Program Manager,Maine,Meta,25,81,True
Dustin Smith,Machine Learning Engineer,Utah,Meta,222,253,False
Whitney Aguirre,Data Engineer,Florida,Meta,157,233,False
Alison Galloway,Data Engineer,Michigan,Meta,131,191,False
Ralph Fuentes,Product Manager,South Dakota,Meta,60,228,False
Kenneth Haas,Program Manager,Washington,Meta,144,181,False
Leslie Humphrey,Data Scientist ,New York,Meta,136,346,False
Joshua Jimenez,Data Scientist ,Georgia,Meta,167,342,False
Melissa Taylor,Data Scientist,Virginia,Meta,189,309,False
Shelby Mason,Software Engineer ,Texas,Meta,101,183,False
Nicole Joyce,Machine Learning Engineer,New Mexico,Meta,9,350,True
Melissa Ball,Program Manager,Washington,Meta,197,236,False
Briana Smith,Data Engineer,Oregon,Meta,234,297,False
Shelby Murphy,Program Manager,Idaho,Meta,183,196,False
Brandy Fisher,Data Engineer,Arizona,Meta,62,230,False
Jose White,Program Manager,West Virginia,Meta,74,276,False
Keith Moore,Program Manager,Mississippi,Meta,197,221,False
Craig Williams,Data Scientist ,Pennsylvania,Meta,26,59,True
Cassandra Hall,Data Scientist ,Oklahoma,Meta,19,353,False
Jessica Miller,Machine Learning Engineer,Illinois,Meta,127,173,False
Kimberly Ramirez,Data Scientist,Utah,Meta,207,214,False
Douglas Watkins,Data Scientist ,Louisiana,Meta,228,305,False
Gina Thompson,Product Manager,Mississippi,Meta,137,175,False
Lori Little,Data Analyst,Wisconsin,Meta,50,64,False
David Downs,Data Engineer,Rhode Island,Meta,237,254,False
Ashley Francis,Data Analyst,South Carolina,Meta,46,231,False
Diamond Horton,Software Engineer ,Colorado,Meta,109,228,False
